mpg,cylinders,displacement,horsepower,weight,acceleration,year,origin,name,horsepower_log,power_to_weight,displacement_per_cyl,acceleration_per_weight
30.5,4,97.0,78,2190,14.1,77,2,volkswagen dasher,4.356708826689592,0.03561643835616438,24.25,0.0064383561643835616
22.0,6,146.0,97,2815,14.5,77,3,datsun 810,4.574710978503383,0.034458259325044406,24.333333333333332,0.005150976909413854
21.5,4,121.0,110,2600,12.8,77,2,bmw 320i,4.700480365792417,0.04230769230769231,30.25,0.004923076923076923
43.1,4,90.0,48,1985,21.5,78,2,volkswagen rabbit custom diesel,3.871201010907891,0.024181360201511334,22.5,0.010831234256926952
36.1,4,98.0,66,1800,14.4,78,1,ford fiesta,4.189654742026425,0.03666666666666667,24.5,0.008
32.8,4,78.0,52,1985,19.4,78,3,mazda glc deluxe,3.951243718581427,0.02619647355163728,19.5,0.009773299748110831
39.4,4,85.0,70,2070,18.6,78,3,datsun b210 gx,4.248495242049359,0.033816425120772944,21.25,0.008985507246376812
36.1,4,91.0,60,1800,16.4,78,3,honda civic cvcc,4.0943445622221,0.03333333333333333,22.75,0.00911111111111111
19.9,8,260.0,110,3365,15.5,78,1,oldsmobile cutlass salon brougham,4.700480365792417,0.03268945022288262,32.5,0.004606240713224369
19.4,8,318.0,140,3735,13.2,78,1,dodge diplomat,4.941642422609304,0.03748326639892905,39.75,0.0035341365461847387
20.2,8,302.0,139,3570,12.8,78,1,mercury monarch ghia,4.9344739331306915,0.03893557422969188,37.75,0.003585434173669468
19.2,6,231.0,105,3535,19.2,78,1,pontiac phoenix lj,4.653960350157523,0.0297029702970297,38.5,0.0054314002828854315
20.5,6,200.0,95,3155,18.2,78,1,chevrolet malibu,4.553876891600541,0.030110935023771792,33.333333333333336,0.0057686212361331216
20.2,6,200.0,85,2965,15.8,78,1,ford fairmont (auto),4.442651256490317,0.02866779089376054,33.333333333333336,0.0053288364249578415
25.1,4,140.0,88,2720,15.4,78,1,ford fairmont (man),4.477336814478207,0.03235294117647059,35.0,0.005661764705882353
20.5,6,225.0,100,3430,17.2,78,1,plymouth volare,4.605170185988092,0.029154518950437316,37.5,0.005014577259475218
19.4,6,232.0,90,3210,17.2,78,1,amc concord,4.499809670330265,0.028037383177570093,38.666666666666664,0.005358255451713395
20.6,6,231.0,105,3380,15.8,78,1,buick century special,4.653960350157523,0.03106508875739645,38.5,0.004674556213017752
20.8,6,200.0,85,3070,16.7,78,1,mercury zephyr,4.442651256490317,0.02768729641693811,33.333333333333336,0.005439739413680781
18.6,6,225.0,110,3620,18.7,78,1,dodge aspen,4.700480365792417,0.03038674033149171,37.5,0.005165745856353591
18.1,6,258.0,120,3410,15.1,78,1,amc concord d/l,4.787491742782046,0.03519061583577713,43.0,0.0044281524926686215
19.2,8,305.0,145,3425,13.2,78,1,chevrolet monte carlo landau,4.976733742420574,0.042335766423357665,38.125,0.0038540145985401456
17.7,6,231.0,165,3445,13.4,78,1,buick regal sport coupe (turbo),5.10594547390058,0.047895500725689405,38.5,0.0038896952104499273
18.1,8,302.0,139,3205,11.2,78,1,ford futura,4.9344739331306915,0.04336973478939157,37.75,0.0034945397815912636
17.5,8,318.0,140,4080,13.7,78,1,dodge magnum xe,4.941642422609304,0.03431372549019608,39.75,0.003357843137254902
30.0,4,98.0,68,2155,16.5,78,1,chevrolet chevette,4.219507705176107,0.03155452436194896,24.5,0.00765661252900232
27.5,4,134.0,95,2560,14.2,78,3,toyota corona,4.553876891600541,0.037109375,33.5,0.005546875
27.2,4,119.0,97,2300,14.7,78,3,datsun 510,4.574710978503383,0.04217391304347826,29.75,0.006391304347826087
30.9,4,105.0,75,2230,14.5,78,1,dodge omni,4.31748811353631,0.033632286995515695,26.25,0.006502242152466368
21.1,4,134.0,95,2515,14.8,78,3,toyota celica gt liftback,4.553876891600541,0.03777335984095427,33.5,0.0058846918489065606
23.2,4,156.0,105,2745,16.7,78,1,plymouth sapporo,4.653960350157523,0.03825136612021858,39.0,0.006083788706739526
23.8,4,151.0,85,2855,17.6,78,1,oldsmobile starfire sx,4.442651256490317,0.0297723292469352,37.75,0.006164623467600701
23.9,4,119.0,97,2405,14.9,78,3,datsun 200-sx,4.574710978503383,0.040332640332640335,29.75,0.006195426195426196
20.3,5,131.0,103,2830,15.9,78,2,audi 5000,4.634728988229636,0.036395759717314485,26.2,0.005618374558303887
17.0,6,163.0,125,3140,13.6,78,2,volvo 264gl,4.8283137373023015,0.03980891719745223,27.166666666666668,0.004331210191082803
21.6,4,121.0,115,2795,15.7,78,2,saab 99gle,4.74493212836325,0.04114490161001789,30.25,0.005617173524150268
16.2,6,163.0,133,3410,15.8,78,2,peugeot 604sl,4.890349128221754,0.03900293255131965,27.166666666666668,0.004633431085043989
31.5,4,89.0,71,1990,14.9,78,2,volkswagen scirocco,4.2626798770413155,0.035678391959798994,22.25,0.007487437185929649
29.5,4,98.0,68,2135,16.6,78,3,honda accord lx,4.219507705176107,0.03185011709601874,24.5,0.007775175644028104
21.5,6,231.0,115,3245,15.4,79,1,pontiac lemans v6,4.74493212836325,0.03543913713405239,38.5,0.0047457627118644066
19.8,6,200.0,85,2990,18.2,79,1,mercury zephyr 6,4.442651256490317,0.028428093645484948,33.333333333333336,0.00608695652173913
22.3,4,140.0,88,2890,17.3,79,1,ford fairmont 4,4.477336814478207,0.03044982698961938,35.0,0.005986159169550173
20.2,6,232.0,90,3265,18.2,79,1,amc concord dl 6,4.499809670330265,0.027565084226646247,38.666666666666664,0.00557427258805513
20.6,6,225.0,110,3360,16.6,79,1,dodge aspen 6,4.700480365792417,0.03273809523809524,37.5,0.004940476190476191
17.0,8,305.0,130,3840,15.4,79,1,chevrolet caprice classic,4.867534450455582,0.033854166666666664,38.125,0.0040104166666666665
17.6,8,302.0,129,3725,13.4,79,1,ford ltd landau,4.859812404361672,0.03463087248322148,37.75,0.0035973154362416108
16.5,8,351.0,138,3955,13.2,79,1,mercury grand marquis,4.927253685157205,0.03489254108723135,43.875,0.0033375474083438684
18.2,8,318.0,135,3830,15.2,79,1,dodge st. regis,4.90527477843843,0.03524804177545692,39.75,0.003968668407310705
16.9,8,350.0,155,4360,14.9,79,1,buick estate wagon (sw),5.043425116919247,0.03555045871559633,43.75,0.0034174311926605506
15.5,8,351.0,142,4054,14.3,79,1,ford country squire (sw),4.955827057601261,0.03502713369511593,43.875,0.0035273803650715343
19.2,8,267.0,125,3605,15.0,79,1,chevrolet malibu classic (sw),4.8283137373023015,0.03467406380027739,33.375,0.004160887656033287
18.5,8,360.0,150,3940,13.0,79,1,chrysler lebaron town @ country (sw),5.0106352940962555,0.03807106598984772,45.0,0.003299492385786802
31.9,4,89.0,71,1925,14.0,79,2,vw rabbit custom,4.2626798770413155,0.036883116883116886,22.25,0.007272727272727273
34.1,4,86.0,65,1975,15.2,79,3,maxda glc deluxe,4.174387269895637,0.03291139240506329,21.5,0.00769620253164557
35.7,4,98.0,80,1915,14.4,79,1,dodge colt hatchback custom,4.382026634673881,0.04177545691906005,24.5,0.00751958224543081
27.4,4,121.0,80,2670,15.0,79,1,amc spirit dl,4.382026634673881,0.0299625468164794,30.25,0.0056179775280898875
25.4,5,183.0,77,3530,20.1,79,2,mercedes benz 300d,4.343805421853684,0.02181303116147309,36.6,0.0056940509915014165
23.0,8,350.0,125,3900,17.4,79,1,cadillac eldorado,4.8283137373023015,0.03205128205128205,43.75,0.004461538461538461
34.2,4,105.0,70,2200,13.2,79,1,plymouth horizon,4.248495242049359,0.031818181818181815,26.25,0.005999999999999999
34.5,4,105.0,70,2150,14.9,79,1,plymouth horizon tc3,4.248495242049359,0.03255813953488372,26.25,0.006930232558139535
31.8,4,85.0,65,2020,19.2,79,3,datsun 210,4.174387269895637,0.03217821782178218,21.25,0.009504950495049505
37.3,4,91.0,69,2130,14.7,79,2,fiat strada custom,4.23410650459726,0.0323943661971831,22.75,0.006901408450704225
28.4,4,151.0,90,2670,16.0,79,1,buick skylark limited,4.499809670330265,0.033707865168539325,37.75,0.00599250936329588
28.8,6,173.0,115,2595,11.3,79,1,chevrolet citation,4.74493212836325,0.04431599229287091,28.833333333333332,0.004354527938342967
26.8,6,173.0,115,2700,12.9,79,1,oldsmobile omega brougham,4.74493212836325,0.04259259259259259,28.833333333333332,0.0047777777777777775
33.5,4,151.0,90,2556,13.2,79,1,pontiac phoenix,4.499809670330265,0.035211267605633804,37.75,0.005164319248826291
41.5,4,98.0,76,2144,14.7,80,2,vw rabbit,4.330733340286331,0.03544776119402985,24.5,0.006856343283582089
38.1,4,89.0,60,1968,18.8,80,3,toyota corolla tercel,4.0943445622221,0.03048780487804878,22.25,0.009552845528455286
32.1,4,98.0,70,2120,15.5,80,1,chevrolet chevette,4.248495242049359,0.0330188679245283,24.5,0.007311320754716981
37.2,4,86.0,65,2019,16.4,80,3,datsun 310,4.174387269895637,0.032194155522535906,21.5,0.008122833085685982
28.0,4,151.0,90,2678,16.5,80,1,chevrolet citation,4.499809670330265,0.033607169529499624,37.75,0.0061613144137415985
26.4,4,140.0,88,2870,18.1,80,1,ford fairmont,4.477336814478207,0.030662020905923345,35.0,0.006306620209059234
24.3,4,151.0,90,3003,20.1,80,1,amc concord,4.499809670330265,0.029970029970029972,37.75,0.006693306693306694
19.1,6,225.0,90,3381,18.7,80,1,dodge aspen,4.499809670330265,0.026619343389529725,37.5,0.005530908015380065
34.3,4,97.0,78,2188,15.8,80,2,audi 4000,4.356708826689592,0.0356489945155393,24.25,0.007221206581352834
29.8,4,134.0,90,2711,15.5,80,3,toyota corona liftback,4.499809670330265,0.033198081888601995,33.5,0.005717447436370343
31.3,4,120.0,75,2542,17.5,80,3,mazda 626,4.31748811353631,0.029504327301337528,30.0,0.006884343036978757
37.0,4,119.0,92,2434,15.0,80,3,datsun 510 hatchback,4.5217885770490405,0.03779786359901397,29.75,0.006162695152013147
32.2,4,108.0,75,2265,15.2,80,3,toyota corolla,4.31748811353631,0.033112582781456956,27.0,0.006710816777041943
46.6,4,86.0,65,2110,17.9,80,3,mazda glc,4.174387269895637,0.030805687203791468,21.5,0.008483412322274881
27.9,4,156.0,105,2800,14.4,80,1,dodge colt,4.653960350157523,0.0375,39.0,0.005142857142857143
40.8,4,85.0,65,2110,19.2,80,3,datsun 210,4.174387269895637,0.030805687203791468,21.25,0.00909952606635071
44.3,4,90.0,48,2085,21.7,80,2,vw rabbit c (diesel),3.871201010907891,0.02302158273381295,22.5,0.01040767386091127
36.4,5,121.0,67,2950,19.9,80,2,audi 5000s (diesel),4.204692619390966,0.02271186440677966,24.2,0.006745762711864407
30.0,4,146.0,67,3250,21.8,80,2,mercedes-benz 240d,4.204692619390966,0.020615384615384615,36.5,0.006707692307692308
44.6,4,91.0,67,1850,13.8,80,3,honda civic 1500 gl,4.204692619390966,0.036216216216216214,22.75,0.00745945945945946
33.8,4,97.0,67,2145,18.0,80,3,subaru dl,4.204692619390966,0.031235431235431235,24.25,0.008391608391608392
29.8,4,89.0,62,1845,15.3,80,2,vokswagen rabbit,4.127134385045092,0.03360433604336043,22.25,0.008292682926829269
32.7,6,168.0,132,2910,11.4,80,3,datsun 280-zx,4.882801922586371,0.04536082474226804,28.0,0.003917525773195876
35.0,4,122.0,88,2500,15.1,80,2,triumph tr7 coupe,4.477336814478207,0.0352,30.5,0.00604
32.4,4,107.0,72,2290,17.0,80,3,honda accord,4.276666119016055,0.0314410480349345,26.75,0.007423580786026201
27.2,4,135.0,84,2490,15.7,81,1,plymouth reliant,4.430816798843313,0.033734939759036145,33.75,0.006305220883534136
26.6,4,151.0,84,2635,16.4,81,1,buick skylark,4.430816798843313,0.031878557874762806,37.75,0.006223908918406072
25.8,4,156.0,92,2620,14.4,81,1,dodge aries wagon (sw),4.5217885770490405,0.035114503816793895,39.0,0.00549618320610687
23.5,6,173.0,110,2725,12.6,81,1,chevrolet citation,4.700480365792417,0.04036697247706422,28.833333333333332,0.004623853211009174
30.0,4,135.0,84,2385,12.9,81,1,plymouth reliant,4.430816798843313,0.03522012578616352,33.75,0.005408805031446541
39.1,4,79.0,58,1755,16.9,81,3,toyota starlet,4.060443010546419,0.03304843304843305,19.75,0.009629629629629629
39.0,4,86.0,64,1875,16.4,81,1,plymouth champ,4.1588830833596715,0.034133333333333335,21.5,0.008746666666666666
35.1,4,81.0,60,1760,16.1,81,3,honda civic 1300,4.0943445622221,0.03409090909090909,20.25,0.009147727272727274
32.3,4,97.0,67,2065,17.8,81,3,subaru,4.204692619390966,0.0324455205811138,24.25,0.008619854721549637
37.0,4,85.0,65,1975,19.4,81,3,datsun 210 mpg,4.174387269895637,0.03291139240506329,21.25,0.009822784810126581
37.7,4,89.0,62,2050,17.3,81,3,toyota tercel,4.127134385045092,0.03024390243902439,22.25,0.008439024390243903
34.1,4,91.0,68,1985,16.0,81,3,mazda glc 4,4.219507705176107,0.03425692695214106,22.75,0.008060453400503778
34.7,4,105.0,63,2215,14.9,81,1,plymouth horizon 4,4.143134726391533,0.028442437923250564,26.25,0.00672686230248307
34.4,4,98.0,65,2045,16.2,81,1,ford escort 4w,4.174387269895637,0.03178484107579462,24.5,0.007921760391198044
29.9,4,98.0,65,2380,20.7,81,1,ford escort 2h,4.174387269895637,0.0273109243697479,24.5,0.008697478991596638
33.0,4,105.0,74,2190,14.2,81,2,volkswagen jetta,4.30406509320417,0.033789954337899546,26.25,0.006484018264840182
33.7,4,107.0,75,2210,14.4,81,3,honda prelude,4.31748811353631,0.033936651583710405,26.75,0.006515837104072398
32.4,4,108.0,75,2350,16.8,81,3,toyota corolla,4.31748811353631,0.031914893617021274,27.0,0.0071489361702127665
32.9,4,119.0,100,2615,14.8,81,3,datsun 200sx,4.605170185988092,0.03824091778202677,29.75,0.005659655831739962
31.6,4,120.0,74,2635,18.3,81,3,mazda 626,4.30406509320417,0.02808349146110057,30.0,0.006944971537001898
28.1,4,141.0,80,3230,20.4,81,2,peugeot 505s turbo diesel,4.382026634673881,0.02476780185758514,35.25,0.00631578947368421
30.7,6,145.0,76,3160,19.6,81,2,volvo diesel,4.330733340286331,0.024050632911392405,24.166666666666668,0.006202531645569621
25.4,6,168.0,116,2900,12.6,81,3,toyota cressida,4.7535901911063645,0.04,28.0,0.004344827586206896
24.2,6,146.0,120,2930,13.8,81,3,datsun 810 maxima,4.787491742782046,0.040955631399317405,24.333333333333332,0.004709897610921502
22.4,6,231.0,110,3415,15.8,81,1,buick century,4.700480365792417,0.032210834553440704,38.5,0.0046266471449487555
26.6,8,350.0,105,3725,19.0,81,1,oldsmobile cutlass ls,4.653960350157523,0.028187919463087248,43.75,0.005100671140939597
20.2,6,200.0,88,3060,17.1,81,1,ford granada gl,4.477336814478207,0.02875816993464052,33.333333333333336,0.005588235294117647
17.6,6,225.0,85,3465,16.6,81,1,chrysler lebaron salon,4.442651256490317,0.024531024531024532,37.5,0.004790764790764791
28.0,4,112.0,88,2605,19.6,82,1,chevrolet cavalier,4.477336814478207,0.03378119001919386,28.0,0.007523992322456814
27.0,4,112.0,88,2640,18.6,82,1,chevrolet cavalier wagon,4.477336814478207,0.03333333333333333,28.0,0.007045454545454546
34.0,4,112.0,88,2395,18.0,82,1,chevrolet cavalier 2-door,4.477336814478207,0.03674321503131524,28.0,0.007515657620041753
31.0,4,112.0,85,2575,16.2,82,1,pontiac j2000 se hatchback,4.442651256490317,0.03300970873786408,28.0,0.0062912621359223295
29.0,4,135.0,84,2525,16.0,82,1,dodge aries se,4.430816798843313,0.03326732673267327,33.75,0.006336633663366337
27.0,4,151.0,90,2735,18.0,82,1,pontiac phoenix,4.499809670330265,0.03290676416819013,37.75,0.006581352833638025
24.0,4,140.0,92,2865,16.4,82,1,ford fairmont futura,4.5217885770490405,0.03211169284467714,35.0,0.0057242582897033155
36.0,4,105.0,74,1980,15.3,82,2,volkswagen rabbit l,4.30406509320417,0.03737373737373737,26.25,0.007727272727272728
37.0,4,91.0,68,2025,18.2,82,3,mazda glc custom l,4.219507705176107,0.03358024691358025,22.75,0.008987654320987654
31.0,4,91.0,68,1970,17.6,82,3,mazda glc custom,4.219507705176107,0.03451776649746193,22.75,0.008934010152284264
38.0,4,105.0,63,2125,14.7,82,1,plymouth horizon miser,4.143134726391533,0.029647058823529412,26.25,0.006917647058823529
36.0,4,98.0,70,2125,17.3,82,1,mercury lynx l,4.248495242049359,0.03294117647058824,24.5,0.008141176470588235
36.0,4,120.0,88,2160,14.5,82,3,nissan stanza xe,4.477336814478207,0.040740740740740744,30.0,0.006712962962962963
36.0,4,107.0,75,2205,14.5,82,3,honda accord,4.31748811353631,0.034013605442176874,26.75,0.006575963718820862
34.0,4,108.0,70,2245,16.9,82,3,toyota corolla,4.248495242049359,0.031180400890868598,27.0,0.007527839643652561
38.0,4,91.0,67,1965,15.0,82,3,honda civic,4.204692619390966,0.03409669211195929,22.75,0.007633587786259542
32.0,4,91.0,67,1965,15.7,82,3,honda civic (auto),4.204692619390966,0.03409669211195929,22.75,0.007989821882951654
38.0,4,91.0,67,1995,16.2,82,3,datsun 310 gx,4.204692619390966,0.033583959899749376,22.75,0.0081203007518797
25.0,6,181.0,110,2945,16.4,82,1,buick century limited,4.700480365792417,0.03735144312393888,30.166666666666668,0.0055687606112054325
38.0,6,262.0,85,3015,17.0,82,1,oldsmobile cutlass ciera (diesel),4.442651256490317,0.028192371475953566,43.666666666666664,0.005638474295190713
26.0,4,156.0,92,2585,14.5,82,1,chrysler lebaron medallion,4.5217885770490405,0.035589941972920695,39.0,0.005609284332688588
22.0,6,232.0,112,2835,14.7,82,1,ford granada l,4.718498871295094,0.03950617283950617,38.666666666666664,0.005185185185185185
32.0,4,144.0,96,2665,13.9,82,3,toyota celica gt,4.564348191467836,0.03602251407129456,36.0,0.005215759849906192
36.0,4,135.0,84,2370,13.0,82,1,dodge charger 2.2,4.430816798843313,0.035443037974683546,33.75,0.005485232067510549
27.0,4,151.0,90,2950,17.3,82,1,chevrolet camaro,4.499809670330265,0.030508474576271188,37.75,0.005864406779661017
27.0,4,140.0,86,2790,15.6,82,1,ford mustang gl,4.454347296253507,0.03082437275985663,35.0,0.005591397849462366
32.0,4,135.0,84,2295,11.6,82,1,dodge rampage,4.430816798843313,0.036601307189542485,33.75,0.005054466230936819
28.0,4,120.0,79,2625,18.6,82,1,ford ranger,4.3694478524670215,0.030095238095238095,30.0,0.007085714285714286
31.0,4,119.0,82,2720,19.4,82,1,chevy s-10,4.406719247264253,0.030147058823529412,29.75,0.00713235294117647
